"Predictor","Importance","Dataset","Repeat","Fold"
"n",8.41993803259064,"Live woody fuels",6,1
"vn",8.11716724155858,"Live woody fuels",6,1
"itot",7.44854375828285,"Live woody fuels",6,1
"Alpha_Vol_m3",6.79894581525754,"Live woody fuels",6,1
"mean_vox_ht",5.94950858659531,"Live woody fuels",6,1
"zq55",5.1663042488941,"Live woody fuels",6,1
"zq65",4.80255803953236,"Live woody fuels",6,1
"zmean",4.41921936672273,"Live woody fuels",6,1
"zq70",4.26616663324116,"Live woody fuels",6,1
"Total_PAD_RelZ1.05_2.00",4.05930331993928,"Live woody fuels",6,1
"zmean",9.3212063066632,"Live woody fuels",6,2
"Total_PAD_RelZ1.05_2.00",7.7281627277033,"Live woody fuels",6,2
"zq65",7.51951780778651,"Live woody fuels",6,2
"zq75",7.38658996316941,"Live woody fuels",6,2
"zq60",7.12240646685289,"Live woody fuels",6,2
"zq45",7.08260651192292,"Live woody fuels",6,2
"zq70",7.0210756574758,"Live woody fuels",6,2
"zq55",6.76442583687062,"Live woody fuels",6,2
"mean_vox_ht",6.57246319573135,"Live woody fuels",6,2
"zq50",6.03364673657312,"Live woody fuels",6,2
"Total_PAD_RelZ1.05_2.00",4.11483708747127,"Live woody fuels",6,3
"zpcum3",2.41419117009329,"Live woody fuels",6,3
"n",2.32502053527482,"Live woody fuels",6,3
"zq55",2.27641384856793,"Live woody fuels",6,3
"zq75",2.19816806402713,"Live woody fuels",6,3
"zq50",2.19786118635569,"Live woody fuels",6,3
"zq65",2.09636067495984,"Live woody fuels",6,3
"zq45",2.07432133418554,"Live woody fuels",6,3
"Kurt_PropOcc_FullROI",2.04918270795355,"Live woody fuels",6,3
"pzabovezmean",2.0346738274069,"Live woody fuels",6,3
"zq65",9.98013816082185,"Live woody fuels",6,4
"zq60",9.31939748153314,"Live woody fuels",6,4
"zmean",9.15499461766828,"Live woody fuels",6,4
"zq55",8.38200222222752,"Live woody fuels",6,4
"PC_Strata_1.00.2.00",7.93502443701683,"Live woody fuels",6,4
"Total_PAD_RelZ1.05_2.00",7.83374171465919,"Live woody fuels",6,4
"zq75",7.76991603394472,"Live woody fuels",6,4
"zq70",7.30405785332688,"Live woody fuels",6,4
"mean_vox_ht",6.55288264119444,"Live woody fuels",6,4
"zq45",6.52972036288286,"Live woody fuels",6,4
"zmean",9.70278813685824,"Live woody fuels",6,5
"zq60",9.21764939846697,"Live woody fuels",6,5
"zq55",8.97277689941546,"Live woody fuels",6,5
"PC_Strata_1.00.2.00",8.0459157732042,"Live woody fuels",6,5
"zq70",7.35473907117177,"Live woody fuels",6,5
"mean_vox_ht",7.25015187278011,"Live woody fuels",6,5
"zq65",6.51054792743175,"Live woody fuels",6,5
"zq50",6.36136361540999,"Live woody fuels",6,5
"zq75",6.32317397398525,"Live woody fuels",6,5
"Total_PAD_RelZ1.05_2.00",5.91081423245098,"Live woody fuels",6,5
"n",7.54449552417819,"Live woody fuels",7,1
"zq75",7.36729686461485,"Live woody fuels",7,1
"Alpha_Vol_m3",7.14226766140234,"Live woody fuels",7,1
"zq65",7.09176033773096,"Live woody fuels",7,1
"itot",6.92107521498213,"Live woody fuels",7,1
"Total_PAD_RelZ1.05_2.00",6.87780593320599,"Live woody fuels",7,1
"vn",6.67887049293326,"Live woody fuels",7,1
"zq50",6.02724936760185,"Live woody fuels",7,1
"zq55",5.82723961098224,"Live woody fuels",7,1
"zmean",5.75918799055873,"Live woody fuels",7,1
"zq75",5.20835725363478,"Live woody fuels",7,2
"mean_vox_ht",5.01262850050966,"Live woody fuels",7,2
"zq50",4.65421576163985,"Live woody fuels",7,2
"zmean",4.37156313625209,"Live woody fuels",7,2
"zq70",4.26842918990628,"Live woody fuels",7,2
"n",4.13726632358336,"Live woody fuels",7,2
"zq65",3.65772911604073,"Live woody fuels",7,2
"vn",3.64617605491354,"Live woody fuels",7,2
"PC_Strata_1.00.2.00",3.36796498507436,"Live woody fuels",7,2
"Alpha_Vol_m3",3.35130183001245,"Live woody fuels",7,2
"zq60",8.39557500351791,"Live woody fuels",7,3
"zmean",7.39086912002638,"Live woody fuels",7,3
"PC_Strata_1.00.2.00",7.17351376190298,"Live woody fuels",7,3
"Total_PAD_RelZ1.05_2.00",7.11072464746408,"Live woody fuels",7,3
"mean_vox_ht",6.98966839605711,"Live woody fuels",7,3
"zq50",6.57536353654053,"Live woody fuels",7,3
"zq65",6.42858619338645,"Live woody fuels",7,3
"zq70",6.20033086230125,"Live woody fuels",7,3
"zq55",6.18035250553133,"Live woody fuels",7,3
"zq45",5.92440580597038,"Live woody fuels",7,3
"zq65",8.74258784105737,"Live woody fuels",7,4
"zq45",8.54939806293379,"Live woody fuels",7,4
"zmean",8.53981772728574,"Live woody fuels",7,4
"zq55",8.48830548763767,"Live woody fuels",7,4
"zq60",8.11510189842126,"Live woody fuels",7,4
"zq50",7.45185818508798,"Live woody fuels",7,4
"Total_PAD_RelZ1.05_2.00",7.29857085490125,"Live woody fuels",7,4
"zq75",7.12050710298019,"Live woody fuels",7,4
"mean_vox_ht",7.07705558628266,"Live woody fuels",7,4
"zq70",6.75424029954551,"Live woody fuels",7,4
"Total_PAD_RelZ1.05_2.00",5.77085844977831,"Live woody fuels",7,5
"zq60",4.33105747068996,"Live woody fuels",7,5
"mean_vox_ht",4.29376847678389,"Live woody fuels",7,5
"zq45",4.22162041133666,"Live woody fuels",7,5
"zq55",4.12110654908023,"Live woody fuels",7,5
"pzabovezmean",4.1177959538542,"Live woody fuels",7,5
"zq50",4.06127446916182,"Live woody fuels",7,5
"zskew",3.83516416810089,"Live woody fuels",7,5
"zmean",3.60351151125799,"Live woody fuels",7,5
"zpcum3",3.41316271401151,"Live woody fuels",7,5
"zq75",9.85210658622483,"Live woody fuels",8,1
"zmean",9.73750746850201,"Live woody fuels",8,1
"zq65",9.73656493119872,"Live woody fuels",8,1
"zq60",8.5125679274051,"Live woody fuels",8,1
"zq70",8.30110558775453,"Live woody fuels",8,1
"zq45",8.2129222101467,"Live woody fuels",8,1
"mean_vox_ht",7.82551047185728,"Live woody fuels",8,1
"zq55",7.19077767262429,"Live woody fuels",8,1
"zq50",6.81119692188072,"Live woody fuels",8,1
"PC_Strata_0.00.0.25",6.50380387057307,"Live woody fuels",8,1
"zmean",8.1142264137642,"Live woody fuels",8,2
"mean_vox_ht",7.58237756207982,"Live woody fuels",8,2
"zq75",7.52075162092227,"Live woody fuels",8,2
"zq65",7.11454899862881,"Live woody fuels",8,2
"zq70",6.51488667178312,"Live woody fuels",8,2
"zq60",5.81161792907941,"Live woody fuels",8,2
"PC_Strata_1.00.2.00",5.7621616458372,"Live woody fuels",8,2
"zq50",5.35771698285235,"Live woody fuels",8,2
"zq55",5.07777009125576,"Live woody fuels",8,2
"Total_PAD_RelZ1.05_2.00",4.63805935968568,"Live woody fuels",8,2
"Alpha_Vol_m3",1.98411058524185,"Live woody fuels",8,3
"n",1.88144685447126,"Live woody fuels",8,3
"zq40",1.8486358840383,"Live woody fuels",8,3
"itot",1.84337125622508,"Live woody fuels",8,3
"vn",1.81083796736131,"Live woody fuels",8,3
"Total_PAD_RelZ1.05_2.00",1.68878235920961,"Live woody fuels",8,3
"pzabovezmean",1.54506724220841,"Live woody fuels",8,3
"zq45",1.51219842546003,"Live woody fuels",8,3
"zskew",1.46343407818352,"Live woody fuels",8,3
"zq50",1.45836731564752,"Live woody fuels",8,3
"mean_vox_ht",9.6639602160065,"Live woody fuels",8,4
"itot",8.35242734502707,"Live woody fuels",8,4
"zq75",8.26856789750128,"Live woody fuels",8,4
"zq55",7.15002591108035,"Live woody fuels",8,4
"zq65",6.95697662882276,"Live woody fuels",8,4
"zmean",6.94493120300828,"Live woody fuels",8,4
"zq50",6.87401284324999,"Live woody fuels",8,4
"n",6.44204965346986,"Live woody fuels",8,4
"vn",6.32237322295295,"Live woody fuels",8,4
"zq45",6.2590734912569,"Live woody fuels",8,4
"zmean",7.89855996114305,"Live woody fuels",8,5
"mean_vox_ht",7.42407829388007,"Live woody fuels",8,5
"zq45",7.02673206828616,"Live woody fuels",8,5
"zq75",6.78364278544011,"Live woody fuels",8,5
"zq50",6.6961810973966,"Live woody fuels",8,5
"PC_Strata_1.00.2.00",6.63670401083608,"Live woody fuels",8,5
"zq65",6.581657972606,"Live woody fuels",8,5
"Total_PAD_RelZ1.05_2.00",6.48079964191054,"Live woody fuels",8,5
"zq55",6.45453699297781,"Live woody fuels",8,5
"zq70",6.10030095055724,"Live woody fuels",8,5
"zq65",9.80914135847451,"Live woody fuels",9,1
"zq55",9.37625041055862,"Live woody fuels",9,1
"zq60",9.33915962235892,"Live woody fuels",9,1
"zmean",8.24826199082851,"Live woody fuels",9,1
"Total_PAD_RelZ1.05_2.00",8.13266702856036,"Live woody fuels",9,1
"zq50",7.3190863881338,"Live woody fuels",9,1
"PC_Strata_1.00.2.00",7.28743771049502,"Live woody fuels",9,1
"mean_vox_ht",6.913166286357,"Live woody fuels",9,1
"zq45",6.89719477496489,"Live woody fuels",9,1
"zq70",6.00649543377597,"Live woody fuels",9,1
"Alpha_Vol_m3",22.8662686533756,"Live woody fuels",9,2
"n",13.6822600376796,"Live woody fuels",9,2
"itot",10.3743600529573,"Live woody fuels",9,2
"vn",10.1778807731186,"Live woody fuels",9,2
"Total_PAD_RelZ1.05_2.00",2.44546683379757,"Live woody fuels",9,2
"mean_vox_ht",2.24315941596016,"Live woody fuels",9,2
"zpcum3",2.23649179957456,"Live woody fuels",9,2
"zq75",2.01318359133929,"Live woody fuels",9,2
"zskew",1.90814310563527,"Live woody fuels",9,2
"pzabovezmean",1.58084718611538,"Live woody fuels",9,2
"zmean",9.36845675320065,"Live woody fuels",9,3
"zq60",8.27816442778631,"Live woody fuels",9,3
"zq65",7.35885681931908,"Live woody fuels",9,3
"Total_PAD_RelZ1.05_2.00",7.12869416988632,"Live woody fuels",9,3
"mean_vox_ht",6.64069660388816,"Live woody fuels",9,3
"zq45",6.63308284174459,"Live woody fuels",9,3
"zq55",6.34744418229571,"Live woody fuels",9,3
"PC_Strata_1.00.2.00",6.19629393086479,"Live woody fuels",9,3
"zq50",6.07086279510503,"Live woody fuels",9,3
"zq70",5.9265488730454,"Live woody fuels",9,3
"zmean",9.89414955978706,"Live woody fuels",9,4
"Total_PAD_RelZ1.05_2.00",7.86819529636087,"Live woody fuels",9,4
"zq65",7.20749412398262,"Live woody fuels",9,4
"zq50",7.06072576126574,"Live woody fuels",9,4
"PC_Strata_1.00.2.00",6.91023858978678,"Live woody fuels",9,4
"mean_vox_ht",6.84066705278131,"Live woody fuels",9,4
"zq55",6.68215762598664,"Live woody fuels",9,4
"zq45",6.51125637314093,"Live woody fuels",9,4
"zq75",6.33533002178785,"Live woody fuels",9,4
"zq70",6.00392392258082,"Live woody fuels",9,4
"zq50",4.10919868928146,"Live woody fuels",9,5
"Total_PAD_RelZ1.05_2.00",3.88900567077749,"Live woody fuels",9,5
"zq75",3.30973975026219,"Live woody fuels",9,5
"mean_vox_ht",3.2643737081036,"Live woody fuels",9,5
"zq70",3.07419042326506,"Live woody fuels",9,5
"zq55",2.99280723731835,"Live woody fuels",9,5
"zmean",2.93269165376424,"Live woody fuels",9,5
"zq60",2.58116289690604,"Live woody fuels",9,5
"pzabovezmean",2.52325058626534,"Live woody fuels",9,5
"zq45",2.48296882503634,"Live woody fuels",9,5
"zmean",10.2641314532225,"Live woody fuels",10,1
"zq55",7.70507992862287,"Live woody fuels",10,1
"zq50",7.53537065177661,"Live woody fuels",10,1
"zq45",7.13734617425015,"Live woody fuels",10,1
"zpcum3",6.65930794604667,"Live woody fuels",10,1
"zq65",6.56556863477617,"Live woody fuels",10,1
"mean_vox_ht",6.54147764504569,"Live woody fuels",10,1
"zq70",6.08795566890121,"Live woody fuels",10,1
"Total_PAD_RelZ1.05_2.00",6.01284963416895,"Live woody fuels",10,1
"zq75",5.95969480173722,"Live woody fuels",10,1
"vn",2.78586968184737,"Live woody fuels",10,2
"Alpha_Vol_m3",2.76073541496791,"Live woody fuels",10,2
"itot",2.32003887927613,"Live woody fuels",10,2
"Total_PAD_RelZ1.05_2.00",2.00042051789377,"Live woody fuels",10,2
"n",1.80796628262636,"Live woody fuels",10,2
"zq40",1.4991817899999,"Live woody fuels",10,2
"zq45",1.48092286260404,"Live woody fuels",10,2
"zskew",1.31172301732017,"Live woody fuels",10,2
"pzabovezmean",1.29570661176733,"Live woody fuels",10,2
"Skew_PropOcc_FullROI",1.27658467771144,"Live woody fuels",10,2
"zq65",8.07569245448505,"Live woody fuels",10,3
"zq50",7.32046264264407,"Live woody fuels",10,3
"PC_Strata_1.00.2.00",7.20158214019395,"Live woody fuels",10,3
"mean_vox_ht",7.10344288868446,"Live woody fuels",10,3
"zq75",6.91483957556482,"Live woody fuels",10,3
"Total_PAD_RelZ1.05_2.00",6.80803302112268,"Live woody fuels",10,3
"zq55",6.54667210320102,"Live woody fuels",10,3
"Skew_PropOcc_FullROI",6.28142709458901,"Live woody fuels",10,3
"zq60",6.27007370119887,"Live woody fuels",10,3
"zmean",6.11473355455679,"Live woody fuels",10,3
"zmean",8.07660504887037,"Live woody fuels",10,4
"mean_vox_ht",7.68094190636816,"Live woody fuels",10,4
"zq65",6.56528385668186,"Live woody fuels",10,4
"zq70",6.36348556350772,"Live woody fuels",10,4
"zq75",6.15404767372303,"Live woody fuels",10,4
"Total_PAD_RelZ1.05_2.00",5.85346953973264,"Live woody fuels",10,4
"PC_Strata_1.00.2.00",5.83403381530068,"Live woody fuels",10,4
"zq60",5.40018868558752,"Live woody fuels",10,4
"Alpha_Vol_m3",5.04613155910354,"Live woody fuels",10,4
"zq50",4.99314726819733,"Live woody fuels",10,4
"zq65",9.43253450297987,"Live woody fuels",10,5
"zmean",8.44474234221306,"Live woody fuels",10,5
"Total_PAD_RelZ1.05_2.00",8.39915101869755,"Live woody fuels",10,5
"zq70",7.94566772736825,"Live woody fuels",10,5
"PC_Strata_1.00.2.00",7.93899820273109,"Live woody fuels",10,5
"zq60",7.87286352497532,"Live woody fuels",10,5
"mean_vox_ht",7.17887894921842,"Live woody fuels",10,5
"zq75",7.06030511704347,"Live woody fuels",10,5
"zq50",6.47070652304512,"Live woody fuels",10,5
"zq55",6.45768746868374,"Live woody fuels",10,5
"Percent.Below.30th.Quantile",231.604067655618,"Large-diameter DDW",1,1
"lad_sum",160.784361454944,"Large-diameter DDW",1,1
"lad_mean",147.435291637282,"Large-diameter DDW",1,1
"zpcum1",79.7737011689999,"Large-diameter DDW",1,1
"Percent.Below.10th.Quantile",62.6714818340692,"Large-diameter DDW",1,1
"imean",35.4012344016261,"Large-diameter DDW",1,1
"Percent.Below.40th.Quantile",28.7612672416967,"Large-diameter DDW",1,1
"Percent.Below.30th.Quantile",1097.08717126334,"Large-diameter DDW",1,2
"Percent.Below.40th.Quantile",706.952155370669,"Large-diameter DDW",1,2
"lad_mean",349.234421396014,"Large-diameter DDW",1,2
"lad_sum",333.983364233264,"Large-diameter DDW",1,2
"zpcum1",29.4545818028201,"Large-diameter DDW",1,2
"imean",22.4353659459619,"Large-diameter DDW",1,2
"Percent.Below.10th.Quantile",19.5527014693426,"Large-diameter DDW",1,2
"Percent.Below.40th.Quantile",1430.05961364388,"Large-diameter DDW",1,3
"Percent.Below.30th.Quantile",730.089289801763,"Large-diameter DDW",1,3
"lad_sum",37.6139124667989,"Large-diameter DDW",1,3
"imean",24.0741689898338,"Large-diameter DDW",1,3
"lad_mean",8.07988820728719,"Large-diameter DDW",1,3
"zpcum1",4.70310785400239,"Large-diameter DDW",1,3
"Percent.Below.10th.Quantile",4.66812583941944,"Large-diameter DDW",1,3
"Percent.Below.30th.Quantile",2348.67112103049,"Large-diameter DDW",1,4
"Percent.Below.40th.Quantile",433.675070083661,"Large-diameter DDW",1,4
"lad_sum",74.3402686492614,"Large-diameter DDW",1,4
"zpcum1",27.5261495057015,"Large-diameter DDW",1,4
"lad_mean",23.8632192759801,"Large-diameter DDW",1,4
"imean",7.33318720526126,"Large-diameter DDW",1,4
"Percent.Below.10th.Quantile",3.90334736321362,"Large-diameter DDW",1,4
"Percent.Below.30th.Quantile",811.001618992299,"Large-diameter DDW",1,5
"lad_sum",554.035553896023,"Large-diameter DDW",1,5
"Percent.Below.40th.Quantile",544.079814974404,"Large-diameter DDW",1,5
"lad_mean",376.788721441394,"Large-diameter DDW",1,5
"zpcum1",154.027122414659,"Large-diameter DDW",1,5
"Percent.Below.10th.Quantile",118.658296271642,"Large-diameter DDW",1,5
"imean",85.2987154203107,"Large-diameter DDW",1,5
"Percent.Below.30th.Quantile",1077.64716475559,"Large-diameter DDW",2,1
"Percent.Below.40th.Quantile",800.423956050069,"Large-diameter DDW",2,1
"lad_sum",188.498063446174,"Large-diameter DDW",2,1
"lad_mean",101.598407969004,"Large-diameter DDW",2,1
"imean",7.66417414421448,"Large-diameter DDW",2,1
"zpcum1",6.34021137586043,"Large-diameter DDW",2,1
"Percent.Below.10th.Quantile",5.2068172220036,"Large-diameter DDW",2,1
"Percent.Below.30th.Quantile",2464.09009518001,"Large-diameter DDW",2,2
"Percent.Below.40th.Quantile",362.053426625009,"Large-diameter DDW",2,2
"lad_sum",63.4412986903089,"Large-diameter DDW",2,2
"lad_mean",29.6443720364147,"Large-diameter DDW",2,2
"imean",24.6231124123223,"Large-diameter DDW",2,2
"zpcum1",18.623992432997,"Large-diameter DDW",2,2
"Percent.Below.10th.Quantile",6.57295763707805,"Large-diameter DDW",2,2
"Percent.Below.30th.Quantile",215.641894409765,"Large-diameter DDW",2,3
"lad_sum",156.38563430558,"Large-diameter DDW",2,3
"lad_mean",152.506164267198,"Large-diameter DDW",2,3
"Percent.Below.10th.Quantile",55.3763906296616,"Large-diameter DDW",2,3
"zpcum1",55.2465633573522,"Large-diameter DDW",2,3
"imean",43.7660969417308,"Large-diameter DDW",2,3
"Percent.Below.40th.Quantile",21.7946642087054,"Large-diameter DDW",2,3
"Percent.Below.30th.Quantile",1747.70871128048,"Large-diameter DDW",2,4
"Percent.Below.40th.Quantile",675.263178799182,"Large-diameter DDW",2,4
"lad_sum",236.161288709855,"Large-diameter DDW",2,4
"lad_mean",78.2985832306385,"Large-diameter DDW",2,4
"zpcum1",49.8064504227472,"Large-diameter DDW",2,4
"imean",31.6415888795247,"Large-diameter DDW",2,4
"Percent.Below.10th.Quantile",8.08621695826563,"Large-diameter DDW",2,4
"Percent.Below.30th.Quantile",1572.90473677136,"Large-diameter DDW",2,5
"Percent.Below.40th.Quantile",698.453302396739,"Large-diameter DDW",2,5
"lad_sum",253.113555663748,"Large-diameter DDW",2,5
"lad_mean",68.0085219459963,"Large-diameter DDW",2,5
"imean",26.4370540621527,"Large-diameter DDW",2,5
"zpcum1",25.8606283035905,"Large-diameter DDW",2,5
"Percent.Below.10th.Quantile",7.99556621729933,"Large-diameter DDW",2,5
"Percent.Below.30th.Quantile",805.163876730471,"Large-diameter DDW",3,1
"Percent.Below.40th.Quantile",563.798936907506,"Large-diameter DDW",3,1
"lad_mean",431.160871309287,"Large-diameter DDW",3,1
"lad_sum",407.959122991393,"Large-diameter DDW",3,1
"zpcum1",204.585881594869,"Large-diameter DDW",3,1
"Percent.Below.10th.Quantile",118.262283713726,"Large-diameter DDW",3,1
"imean",50.8667036501202,"Large-diameter DDW",3,1
"Percent.Below.40th.Quantile",1117.41984516026,"Large-diameter DDW",3,2
"Percent.Below.30th.Quantile",940.227833967222,"Large-diameter DDW",3,2
"lad_sum",60.3247738454765,"Large-diameter DDW",3,2
"lad_mean",38.0954736278094,"Large-diameter DDW",3,2
"imean",25.745649428508,"Large-diameter DDW",3,2
"zpcum1",7.03909711781015,"Large-diameter DDW",3,2
"Percent.Below.10th.Quantile",4.37483506650993,"Large-diameter DDW",3,2
"Percent.Below.30th.Quantile",999.672579522525,"Large-diameter DDW",3,3
"lad_sum",821.287196893166,"Large-diameter DDW",3,3
"Percent.Below.40th.Quantile",540.018415335696,"Large-diameter DDW",3,3
"lad_mean",274.835760372776,"Large-diameter DDW",3,3
"imean",26.2726332247914,"Large-diameter DDW",3,3
"Percent.Below.10th.Quantile",19.0369227399985,"Large-diameter DDW",3,3
"zpcum1",15.6257789440721,"Large-diameter DDW",3,3
"Percent.Below.30th.Quantile",847.986371899584,"Large-diameter DDW",3,4
"Percent.Below.40th.Quantile",572.920116640415,"Large-diameter DDW",3,4
"lad_sum",412.909766537506,"Large-diameter DDW",3,4
"lad_mean",404.00119903483,"Large-diameter DDW",3,4
"zpcum1",157.568148417072,"Large-diameter DDW",3,4
"Percent.Below.10th.Quantile",107.982481441677,"Large-diameter DDW",3,4
"imean",66.376695696623,"Large-diameter DDW",3,4
"Percent.Below.30th.Quantile",831.452636118394,"Large-diameter DDW",3,5
"lad_sum",36.2359701391997,"Large-diameter DDW",3,5
"Percent.Below.40th.Quantile",26.6770302394514,"Large-diameter DDW",3,5
"imean",21.8384472161535,"Large-diameter DDW",3,5
"zpcum1",11.2219953023366,"Large-diameter DDW",3,5
"lad_mean",7.67929913803139,"Large-diameter DDW",3,5
"Percent.Below.10th.Quantile",3.74169570510381,"Large-diameter DDW",3,5
"Percent.Below.30th.Quantile",475.659114107376,"Large-diameter DDW",4,1
"lad_sum",200.90790797804,"Large-diameter DDW",4,1
"lad_mean",43.9458423862052,"Large-diameter DDW",4,1
"imean",27.3869473193302,"Large-diameter DDW",4,1
"Percent.Below.40th.Quantile",21.0402676639633,"Large-diameter DDW",4,1
"zpcum1",13.7331160534461,"Large-diameter DDW",4,1
"Percent.Below.10th.Quantile",4.10482627289294,"Large-diameter DDW",4,1
"Percent.Below.40th.Quantile",1355.76506395176,"Large-diameter DDW",4,2
"Percent.Below.30th.Quantile",742.51736040254,"Large-diameter DDW",4,2
"lad_mean",18.2027833935801,"Large-diameter DDW",4,2
"lad_sum",17.1072056305647,"Large-diameter DDW",4,2
"zpcum1",6.73202623174334,"Large-diameter DDW",4,2
"imean",6.39344419934829,"Large-diameter DDW",4,2
"Percent.Below.10th.Quantile",5.34203762897951,"Large-diameter DDW",4,2
"Percent.Below.30th.Quantile",1190.96041549658,"Large-diameter DDW",4,3
"Percent.Below.40th.Quantile",709.987077841074,"Large-diameter DDW",4,3
"lad_sum",339.711671817969,"Large-diameter DDW",4,3
"lad_mean",204.793800684333,"Large-diameter DDW",4,3
"zpcum1",109.956127962211,"Large-diameter DDW",4,3
"imean",43.4410572414402,"Large-diameter DDW",4,3
"Percent.Below.10th.Quantile",33.8929279747203,"Large-diameter DDW",4,3
"Percent.Below.30th.Quantile",1463.93495407523,"Large-diameter DDW",4,4
"Percent.Below.40th.Quantile",737.998329873682,"Large-diameter DDW",4,4
"lad_sum",404.763956426186,"Large-diameter DDW",4,4
"lad_mean",126.947894435279,"Large-diameter DDW",4,4
"imean",25.8686875447964,"Large-diameter DDW",4,4
"zpcum1",14.3789952092104,"Large-diameter DDW",4,4
"Percent.Below.10th.Quantile",7.29166555325334,"Large-diameter DDW",4,4
"Percent.Below.30th.Quantile",917.537780787316,"Large-diameter DDW",4,5
"Percent.Below.40th.Quantile",492.043816215856,"Large-diameter DDW",4,5
"lad_sum",395.281993394144,"Large-diameter DDW",4,5
"lad_mean",369.766902347642,"Large-diameter DDW",4,5
"zpcum1",166.444382469253,"Large-diameter DDW",4,5
"Percent.Below.10th.Quantile",131.631095706212,"Large-diameter DDW",4,5
"imean",61.2867541239249,"Large-diameter DDW",4,5
"lad_sum",1677.77436261565,"Large-diameter DDW",5,1
"Percent.Below.30th.Quantile",572.119642212742,"Large-diameter DDW",5,1
"lad_mean",422.051558573954,"Large-diameter DDW",5,1
"Percent.Below.40th.Quantile",174.539781160225,"Large-diameter DDW",5,1
"zpcum1",33.9776551518878,"Large-diameter DDW",5,1
"imean",24.170886785329,"Large-diameter DDW",5,1
"Percent.Below.10th.Quantile",17.8209756291781,"Large-diameter DDW",5,1
"Percent.Below.30th.Quantile",203.414597913598,"Large-diameter DDW",5,2
"lad_sum",141.226763255455,"Large-diameter DDW",5,2
"lad_mean",125.667440211234,"Large-diameter DDW",5,2
"zpcum1",81.8313405629634,"Large-diameter DDW",5,2
"Percent.Below.10th.Quantile",49.0571920788281,"Large-diameter DDW",5,2
"Percent.Below.40th.Quantile",27.5431057099744,"Large-diameter DDW",5,2
"imean",25.204913543614,"Large-diameter DDW",5,2
"Percent.Below.30th.Quantile",873.053374303181,"Large-diameter DDW",5,3
"Percent.Below.40th.Quantile",628.538238486839,"Large-diameter DDW",5,3
"lad_sum",475.454051365858,"Large-diameter DDW",5,3
"lad_mean",357.065425740761,"Large-diameter DDW",5,3
"zpcum1",173.406514985479,"Large-diameter DDW",5,3
"Percent.Below.10th.Quantile",124.192307226806,"Large-diameter DDW",5,3
"imean",100.804363292869,"Large-diameter DDW",5,3
"Percent.Below.30th.Quantile",2478.91038287961,"Large-diameter DDW",5,4
"Percent.Below.40th.Quantile",315.260843361563,"Large-diameter DDW",5,4
"lad_sum",37.603279025257,"Large-diameter DDW",5,4
"imean",27.6310515542228,"Large-diameter DDW",5,4
"lad_mean",24.9187738805417,"Large-diameter DDW",5,4
"zpcum1",11.0288111559939,"Large-diameter DDW",5,4
"Percent.Below.10th.Quantile",6.67008169824261,"Large-diameter DDW",5,4
"Percent.Below.40th.Quantile",1069.10305488542,"Large-diameter DDW",5,5
"Percent.Below.30th.Quantile",997.045002316663,"Large-diameter DDW",5,5
"lad_sum",33.8598315530505,"Large-diameter DDW",5,5
"lad_mean",27.8116987106324,"Large-diameter DDW",5,5
"imean",25.9250538766796,"Large-diameter DDW",5,5
"zpcum1",11.3226538224256,"Large-diameter DDW",5,5
"Percent.Below.10th.Quantile",4.62905748330315,"Large-diameter DDW",5,5
"Percent.Below.30th.Quantile",917.911822947972,"Large-diameter DDW",6,1
"Percent.Below.40th.Quantile",660.556228887147,"Large-diameter DDW",6,1
"lad_sum",396.653557871631,"Large-diameter DDW",6,1
"lad_mean",384.095363299517,"Large-diameter DDW",6,1
"zpcum1",179.214050787699,"Large-diameter DDW",6,1
"Percent.Below.10th.Quantile",147.944404519943,"Large-diameter DDW",6,1
"imean",90.299525092788,"Large-diameter DDW",6,1
"Percent.Below.30th.Quantile",821.41423773828,"Large-diameter DDW",6,2
"Percent.Below.40th.Quantile",580.186464931489,"Large-diameter DDW",6,2
"lad_sum",480.378837205486,"Large-diameter DDW",6,2
"lad_mean",293.659324009458,"Large-diameter DDW",6,2
"zpcum1",198.033829927611,"Large-diameter DDW",6,2
"Percent.Below.10th.Quantile",183.405782678453,"Large-diameter DDW",6,2
"imean",50.5191889580738,"Large-diameter DDW",6,2
"Percent.Below.40th.Quantile",1251.81603619139,"Large-diameter DDW",6,3
"Percent.Below.30th.Quantile",728.09916628554,"Large-diameter DDW",6,3
"lad_sum",139.411522263861,"Large-diameter DDW",6,3
"lad_mean",35.4410947722595,"Large-diameter DDW",6,3
"imean",23.2387860247629,"Large-diameter DDW",6,3
"zpcum1",10.7919337736673,"Large-diameter DDW",6,3
"Percent.Below.10th.Quantile",3.49650561214587,"Large-diameter DDW",6,3
"Percent.Below.30th.Quantile",819.266737582485,"Large-diameter DDW",6,4
"lad_mean",51.4889918475185,"Large-diameter DDW",6,4
"lad_sum",32.7409480539096,"Large-diameter DDW",6,4
"imean",24.9532596982146,"Large-diameter DDW",6,4
"Percent.Below.40th.Quantile",20.5553669234531,"Large-diameter DDW",6,4
"Percent.Below.10th.Quantile",3.55788651854144,"Large-diameter DDW",6,4
"zpcum1",3.4146875667515,"Large-diameter DDW",6,4
"Percent.Below.30th.Quantile",1812.19156721335,"Large-diameter DDW",6,5
"Percent.Below.40th.Quantile",581.884243922843,"Large-diameter DDW",6,5
"lad_sum",265.212976473851,"Large-diameter DDW",6,5
